FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,LBH,LBD,LBA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,Season,TotalGoals,GoalDiff,Over2.5,BTTS,Home_xG,Away_xG,HomeForm_5,HomeGF_5,HomeGA_5,HomexG_5,HomexGA_5,HomeShots_5,HomeShotsAgainst_5,HomeSOT_5,HomeSOTAgainst_5,HomeCorners_5,HomeCornersAgainst_5,HomeFouls_5,HomeFoulsAgainst_5,HomeYellows_5,HomeReds_5,Homecum_Form,Homecum_GF,Homecum_GA,Homecum_xG,Homecum_xGA,Homecum_Shots,Homecum_ShotsAgainst,Homecum_SOT,Homecum_SOTAgainst,Homecum_Corners,Homecum_CornersAgainst,Homecum_Fouls,Homecum_FoulsAgainst,Homecum_Yellows,Homecum_Reds,Homeseason_progress,Homeform_vs_season,AwayForm_5,AwayGF_5,AwayGA_5,AwayxG_5,AwayxGA_5,AwayShots_5,AwayShotsAgainst_5,AwaySOT_5,AwaySOTAgainst_5,AwayCorners_5,AwayCornersAgainst_5,AwayFouls_5,AwayFoulsAgainst_5,AwayYellows_5,AwayReds_5,Awaycum_Form,Awaycum_GF,Awaycum_GA,Awaycum_xG,Awaycum_xGA,Awaycum_Shots,Awaycum_ShotsAgainst,Awaycum_SOT,Awaycum_SOTAgainst,Awaycum_Corners,Awaycum_CornersAgainst,Awaycum_Fouls,Awaycum_FoulsAgainst,Awaycum_Yellows,Awaycum_Reds,Awayseason_progress,Awayform_vs_season,HomexG_5_missing,HomexGA_5_missing,Homecum_xG_missing,Homecum_xGA_missing,AwayxG_5_missing,AwayxGA_5_missing,Awaycum_xG_missing,Awaycum_xGA_missing,H2H_Matches,H2H_HomeWins,H2H_AwayWins,H2H_Draws,H2H_HomeGoals,H2H_AwayGoals,Ref_AvgYellows,Ref_AvgReds,Ref_Strictness,temperature,precipitation,rain,wind_speed,humidity,stadium_lat,stadium_lon,Result_Num,Over1.5,Over3.5,HomeCleanSheet,AwayCleanSheet
1.0,1.0,0.0,0.0,22.0,3.0,5.0,2.0,7.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,1.18,6.5,19.0,43.0,1.21,1.18,8.5,7.37,21.0,17.21,39.0,1.61,1.56,2.6,2.43,1718,2.0,0.0,0,1,2.25256,0.631021,2.6,1.6,0.8,1.363335,0.5492724,15.8,8.0,4.6,3.8,4.8,3.0,10.6,11.0,1.4,0.0,1.9166666666666667,1.6944444444444444,0.9444444444444444,1.5573568055555556,0.8656034083333333,16.055555555555557,9.944444444444445,5.916666666666667,3.111111111111111,6.083333333333333,4.305555555555555,9.61111111111111,11.0,1.1111111111111112,0.1111111111111111,0.9473684210526315,0.6833333333333333,1.0,0.4,0.8,0.7622058,1.2210094,8.2,11.4,2.2,3.2,4.0,5.4,7.8,9.4,2.0,0.0,1.0,0.75,1.5555555555555556,0.8386808944444444,1.3508722499999999,9.416666666666666,11.38888888888889,2.9444444444444446,4.333333333333333,4.388888888888889,5.444444444444445,10.416666666666666,10.083333333333334,1.6388888888888888,0.08333333333333333,0.9473684210526315,0.0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,1.0,2.813953488372093,0.08139534883720931,0.4704830053667263,18.6,0.0,0.0,12.5,49.0,51.4817,-0.1909,1,1,0,0,0
3.0,1.0,1.0,0.0,19.0,14.0,10.0,7.0,7.0,12.0,6.0,6.0,2.0,2.0,0.0,1.0,3.5,3.7,1.95,43.0,3.79,3.62,4.0,3.78,2.05,1.98,39.0,1.59,1.54,2.55,2.45,1718,4.0,2.0,1,1,2.19801,1.54443,0.2,0.4,2.2,0.9877481999999999,1.2427333999999999,10.6,10.0,2.6,4.2,7.2,4.6,8.8,10.6,0.8,0.2,1.2222222222222223,1.3611111111111112,1.5,1.3004753805555556,1.2772725833333334,10.75,12.833333333333334,3.5833333333333335,4.305555555555555,5.361111111111111,5.722222222222222,9.583333333333334,9.61111111111111,1.3333333333333333,0.1388888888888889,0.9473684210526315,-1.0222222222222224,1.8,2.8,1.4,1.7305881999999997,1.0883966000000003,14.4,11.4,5.8,4.2,5.0,5.6,8.8,9.2,1.2,0.2,1.6666666666666667,2.0,1.3333333333333333,1.899797361111111,1.2565832222222222,15.833333333333334,10.722222222222221,6.194444444444445,3.7777777777777777,5.972222222222222,4.638888888888889,10.11111111111111,10.36111111111111,1.5277777777777777,0.027777777777777776,0.9473684210526315,0.1333333333333333,0,0,0,0,0,0,0,0,3,2,1,0,2.0,3.6666666666666665,2.6354166666666665,0.16666666666666666,0.4823717948717948,16.0,0.0,0.0,20.6,53.0,52.6204,-1.1422,0,1,1,0,0
3.0,1.0,2.0,1.0,19.0,6.0,7.0,3.0,5.0,7.0,4.0,3.0,0.0,1.0,0.0,0.0,1.12,8.5,23.0,43.0,1.15,1.13,11.0,9.25,27.0,21.8,37.0,1.4,1.36,3.35,3.08,1718,4.0,2.0,1,1,1.64765,1.00939,2.0,2.8,1.0,2.708692,0.5467808,18.0,5.2,6.6,2.4,7.4,2.2,11.0,7.4,2.2,0.0,2.611111111111111,2.8333333333333335,0.7222222222222222,2.47280225,0.6387751027777777,17.555555555555557,6.222222222222222,7.0,2.25,7.444444444444445,2.75,9.13888888888889,9.75,1.5833333333333333,0.05555555555555555,0.9473684210526315,-0.6111111111111112,1.2,1.0,1.0,1.0733137999999998,1.5099548,10.6,14.2,3.4,5.2,4.6,4.2,11.4,6.4,1.6,0.2,1.1111111111111112,0.9166666666666666,1.3055555555555556,1.004561388888889,1.33128725,10.416666666666666,14.277777777777779,3.1666666666666665,4.527777777777778,4.361111111111111,6.027777777777778,11.11111111111111,7.916666666666667,1.4722222222222223,0.05555555555555555,0.9473684210526315,0.0888888888888888,0,0,0,0,0,0,0,0,1,0,1,0,2.0,0.0,3.436046511627907,0.09883720930232558,0.5742397137745975,13.9,0.0,0.0,16.9,63.0,53.4831,-2.2004,0,1,1,0,0
1.0,0.0,0.0,0.0,11.0,14.0,7.0,3.0,10.0,8.0,6.0,4.0,2.0,3.0,0.0,0.0,1.18,7.0,17.0,43.0,1.21,1.18,8.5,7.57,18.0,15.42,37.0,1.43,1.39,3.1,2.92,1718,1.0,1.0,0,0,0.835241,0.829699,1.4,1.2,1.2,1.268697,1.7192638000000002,14.0,11.4,4.2,4.2,5.0,4.2,9.4,12.0,1.6,0.0,1.9722222222222223,1.8888888888888888,0.8888888888888888,1.8401159166666667,0.9376706666666667,16.583333333333332,9.027777777777779,5.666666666666667,3.1666666666666665,6.555555555555555,4.222222222222222,10.13888888888889,10.722222222222221,1.2777777777777777,0.05555555555555555,0.9473684210526315,-0.5722222222222224,1.2,1.0,1.2,0.7704792,1.3943420000000002,10.2,10.4,2.6,3.0,4.6,3.8,11.0,9.6,1.4,0.0,1.1388888888888888,1.0,1.2777777777777777,1.1542760833333334,1.4109399722222222,11.63888888888889,12.833333333333334,3.9166666666666665,4.111111111111111,4.416666666666667,5.972222222222222,10.833333333333334,10.25,1.3611111111111112,0.05555555555555555,0.9473684210526315,0.061111111111111116,0,0,0,0,0,0,0,0,3,1,2,0,1.3333333333333333,2.3333333333333335,2.8421052631578947,0.10526315789473684,0.4858299595141701,18.5,0.0,0.0,11.5,49.0,51.6042,-0.0662,0,0,0,1,0
0.0,0.0,0.0,0.0,9.0,16.0,2.0,6.0,12.0,12.0,1.0,6.0,1.0,1.0,0.0,0.0,4.33,3.6,1.8,43.0,4.75,4.46,3.9,3.74,1.87,1.8,41.0,1.86,1.81,2.1,2.01,1718,0.0,0.0,0,0,0.783043,0.596075,1.0,1.2,2.0,0.6784716,1.6574136,10.2,17.2,3.2,6.0,5.0,6.8,9.8,11.6,1.4,0.0,1.0555555555555556,1.25,1.8611111111111112,0.9676471388888888,1.558170111111111,9.694444444444445,14.75,3.5277777777777777,4.916666666666667,4.277777777777778,5.444444444444445,9.916666666666666,12.166666666666666,1.9722222222222223,0.05555555555555555,0.9473684210526315,-0.05555555555555558,1.8,1.4,1.0,1.1343324,1.4022999999999999,13.0,12.4,3.6,3.8,5.6,5.0,8.0,10.2,1.0,0.0,2.138888888888889,1.8611111111111112,0.7777777777777778,1.6108135277777778,1.1695228055555555,13.61111111111111,11.666666666666666,4.833333333333333,3.9166666666666665,5.777777777777778,4.694444444444445,10.722222222222221,11.444444444444445,1.6388888888888888,0.027777777777777776,0.9473684210526315,-0.3388888888888888,0,0,0,0,0,0,0,0,3,2,0,1,1.0,2.0,3.096774193548387,0.13548387096774195,0.5389578163771712,15.5,0.0,0.0,14.7,42.0,51.5387,-0.0166,1,0,0,1,1
1.0,2.0,1.0,0.0,12.0,16.0,4.0,5.0,14.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,2.2,3.4,3.25,41.0,2.28,2.18,3.6,3.42,3.7,3.37,40.0,1.92,1.86,2.03,1.95,1718,3.0,-1.0,1,1,1.16179,1.38551,1.0,0.8,1.8,0.9313824,1.4856808000000001,9.0,12.8,3.6,4.6,4.6,4.2,7.0,11.8,1.0,0.0,1.4594594594594594,0.9459459459459459,1.0,0.8543222162162163,1.3721994864864864,9.91891891891892,14.756756756756756,3.324324324324324,4.297297297297297,4.324324324324325,6.27027027027027,9.08108108108108,11.675675675675675,1.7567567567567568,0.0,0.9736842105263158,-0.45945945945945943,0.8,0.8,1.8,1.3058926,1.6282780000000003,13.2,14.4,4.0,5.2,8.6,5.2,9.4,9.6,1.6,0.0,1.1081081081081081,1.162162162162162,1.6216216216216217,1.043414864864865,1.7235324324324324,12.18918918918919,14.54054054054054,4.135135135135135,4.675675675675675,5.675675675675675,5.54054054054054,8.91891891891892,11.486486486486486,1.4864864864864864,0.02702702702702703,0.9736842105263158,-0.30810810810810807,0,0,0,0,0,0,0,0,1,0,1,0,2.0,1.0,3.436046511627907,0.09883720930232558,0.5742397137745975,13.9,0.0,0.0,14.5,59.0,53.789,-2.2304,2,1,0,0,0
2.0,0.0,0.0,0.0,11.0,7.0,5.0,1.0,10.0,11.0,4.0,2.0,2.0,3.0,0.0,0.0,1.73,3.75,4.5,41.0,1.85,1.75,4.1,3.82,5.0,4.63,38.0,1.81,1.75,2.15,2.07,1718,2.0,2.0,0,0,2.36491,0.216004,2.2,2.4,1.0,1.585893,1.184648,12.4,11.8,5.2,3.0,5.2,4.8,11.4,13.6,2.6,0.0,1.1081081081081081,1.162162162162162,1.4864864864864864,1.4698592972972973,1.4410612162162162,12.54054054054054,12.297297297297296,3.945945945945946,4.72972972972973,5.54054054054054,5.594594594594595,11.216216216216216,10.891891891891891,1.864864864864865,0.0,0.9736842105263158,1.091891891891892,2.2,1.2,0.6,1.0742668,1.0976455999999999,11.2,13.0,3.2,3.0,4.4,4.6,13.2,7.6,2.2,0.0,0.8378378378378378,0.8378378378378378,1.4594594594594594,0.9450918108108108,1.2602433513513513,9.945945945945946,13.621621621621621,3.054054054054054,4.108108108108108,4.702702702702703,4.648648648648648,11.594594594594595,9.594594594594595,1.864864864864865,0.02702702702702703,0.9736842105263158,1.3621621621621625,0,0,0,0,0,0,0,0,3,2,0,1,1.3333333333333333,1.0,3.096774193548387,0.13548387096774195,0.5389578163771712,14.8,0.1,0.1,10.0,58.0,51.3984,-0.0855,0,1,0,1,0
0.0,1.0,0.0,1.0,18.0,9.0,3.0,4.0,11.0,7.0,7.0,4.0,1.0,0.0,0.0,0.0,5.25,4.2,1.57,41.0,6.05,5.58,4.58,4.31,1.65,1.58,37.0,1.56,1.5,2.69,2.55,1718,1.0,-1.0,0,0,1.31031,2.3322,1.2,0.6,0.8,0.8322405999999999,1.1642873999999999,8.0,12.2,2.6,3.6,3.4,6.6,7.8,9.0,1.4,0.0,1.0,0.7567567567567568,1.5405405405405406,0.8330684648648649,1.3752421891891893,9.243243243243244,11.675675675675675,2.918918918918919,4.351351351351352,4.27027027027027,5.54054054054054,10.405405405405405,10.0,1.6216216216216217,0.08108108108108109,0.9736842105263158,0.19999999999999996,1.2,2.4,1.6,1.7216841999999999,1.0946006000000001,14.6,12.2,5.8,4.6,4.6,5.6,9.0,9.2,1.2,0.2,1.6216216216216217,1.972972972972973,1.3783783783783783,1.8901928378378379,1.2820271891891892,15.783783783783784,10.945945945945946,6.216216216216216,3.945945945945946,5.972972972972973,4.675675675675675,10.162162162162161,10.27027027027027,1.5405405405405406,0.05405405405405406,0.9736842105263158,-0.42162162162162176,0,0,0,0,0,0,0,0,1,1,0,0,0.0,5.0,3.262948207171315,0.15139442231075698,0.5718663806313209,15.1,0.0,0.0,14.3,51.0,53.6522,-1.7875,2,0,0,0,1
4.0,0.0,2.0,0.0,22.0,2.0,11.0,1.0,3.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,1.18,7.0,13.0,41.0,1.23,1.19,8.0,7.25,19.0,14.69,34.0,1.47,1.41,3.0,2.86,1718,4.0,4.0,1,0,3.50981,0.0408165,1.2,1.0,0.6,1.5540806,0.848941,13.8,8.4,4.0,2.6,4.6,4.0,7.4,11.8,1.0,0.0,1.945945945945946,2.1621621621621623,1.027027027027027,1.9993326756756755,0.9651568702702702,16.7027027027027,7.5675675675675675,6.0,2.7567567567567566,6.027027027027027,3.324324324324324,9.216216216216216,8.594594594594595,1.1891891891891893,0.02702702702702703,0.9736842105263158,-0.7459459459459461,1.0,1.0,1.4,0.9687037999999998,1.5415568,9.2,15.2,3.2,5.6,4.2,4.4,10.2,6.0,1.6,0.0,1.0810810810810811,0.918918918918919,1.3513513513513513,1.004691891891892,1.3398375945945946,10.297297297297296,14.405405405405405,3.1621621621621623,4.594594594594595,4.324324324324325,5.972972972972973,11.0,7.837837837837838,1.4594594594594594,0.05405405405405406,0.9736842105263158,-0.08108108108108114,0,0,0,0,0,0,0,0,1,0,1,0,5.0,1.0,2.9779411764705883,0.11764705882352941,0.5124434389140272,13.5,0.0,0.0,14.8,61.0,53.4308,-2.9608,0,1,1,1,0
1.0,0.0,1.0,0.0,7.0,7.0,1.0,3.0,6.0,11.0,6.0,5.0,4.0,0.0,0.0,0.0,1.4,4.75,8.0,41.0,1.43,1.37,6.0,5.12,11.0,8.21,37.0,1.62,1.56,2.55,2.4,1718,1.0,1.0,0,0,0.45805,0.654288,1.4,0.8,0.6,1.0101814,0.8729746,15.2,10.2,4.0,3.0,6.0,3.6,8.6,9.2,0.6,0.0,2.108108108108108,1.8108108108108107,0.7567567567567568,1.5833881621621622,1.1590774054054054,13.675675675675675,11.594594594594595,4.864864864864865,3.864864864864865,5.783783783783784,4.594594594594595,10.756756756756756,11.45945945945946,1.6216216216216217,0.02702702702702703,0.9736842105263158,-0.708108108108108,0.8,0.6,1.2,1.2898825999999999,0.9752995999999999,11.2,8.8,4.8,2.0,4.6,4.4,12.4,11.2,1.8,0.0,1.1081081081081081,1.1891891891891893,1.7027027027027026,1.221436243243243,1.4465713783783785,11.702702702702704,10.972972972972974,3.4864864864864864,4.297297297297297,4.837837837837838,5.1891891891891895,11.621621621621621,10.45945945945946,1.7027027027027026,0.10810810810810811,0.9736842105263158,-0.30810810810810807,0,0,0,0,0,0,0,0,3,1,2,0,2.3333333333333335,1.0,2.813953488372093,0.08139534883720931,0.4704830053667263,15.4,0.0,0.0,14.3,53.0,53.4631,-2.2913,0,0,0,1,0
3.0,0.0,1.0,0.0,16.0,6.0,6.0,2.0,11.0,10.0,4.0,2.0,0.0,1.0,0.0,0.0,5.5,3.9,1.6,41.0,6.6,5.83,4.4,4.05,1.7,1.59,40.0,1.85,1.8,2.09,2.01,1718,3.0,3.0,1,0,2.24197,0.843284,0.6,0.6,1.2,0.8793958,1.3429422,11.4,11.0,2.4,4.2,4.4,3.6,9.8,10.2,1.4,0.0,1.1081081081081081,0.972972972972973,1.2702702702702702,1.1455037297297297,1.3953805405405406,11.702702702702704,12.783783783783784,3.891891891891892,4.1891891891891895,4.405405405405405,5.972972972972973,10.756756756756756,10.243243243243244,1.4054054054054055,0.05405405405405406,0.9736842105263158,-0.5081081081081081,2.6,1.6,0.8,1.3897009999999999,0.6149658,15.6,7.6,4.4,3.8,4.6,1.8,10.6,10.8,1.4,0.0,1.8918918918918919,1.6756756756756757,0.9459459459459459,1.576146081081081,0.8592633432432433,16.216216216216218,9.756756756756756,5.891891891891892,3.081081081081081,6.162162162162162,4.1891891891891895,9.54054054054054,10.972972972972974,1.0810810810810811,0.10810810810810811,0.9736842105263158,0.7081081081081082,0,0,0,0,0,0,0,0,3,2,0,1,1.3333333333333333,3.3333333333333335,2.9941176470588236,0.09411764705882353,0.5040723981900452,14.6,0.0,0.0,5.5,65.0,54.9756,-1.6217,0,1,0,1,0
0.0,1.0,0.0,0.0,8.0,13.0,3.0,2.0,8.0,10.0,1.0,12.0,3.0,1.0,0.0,0.0,7.0,4.6,1.4,41.0,9.0,7.39,5.15,4.82,1.46,1.42,36.0,1.57,1.52,2.67,2.49,1718,1.0,-1.0,0,0,0.506624,0.765614,1.6,1.2,1.0,1.1585714,0.6013974,10.8,12.4,5.6,4.2,4.4,7.2,12.4,11.2,3.0,0.2,0.972972972972973,1.0,1.4864864864864864,1.1182033243243243,1.2375625135135135,11.972972972972974,12.972972972972974,3.8378378378378377,4.54054054054054,6.108108108108108,5.108108108108108,11.027027027027026,10.45945945945946,1.6216216216216217,0.05405405405405406,0.9736842105263158,0.6270270270270271,2.6,3.0,0.6,2.352288,0.5052928,17.8,5.4,6.8,2.2,6.6,2.0,8.6,7.0,1.0,0.0,2.6216216216216215,2.8378378378378377,0.7297297297297297,2.4505008378378377,0.6487917216216216,17.594594594594593,6.216216216216216,7.0,2.27027027027027,7.351351351351352,2.7567567567567566,9.027027027027026,9.675675675675675,1.5405405405405406,0.05405405405405406,0.9736842105263158,-0.0216216216216214,0,0,0,0,0,0,0,0,3,3,0,0,2.0,2.3333333333333335,2.85625,0.1125,0.4913461538461539,15.6,0.0,0.0,6.8,47.0,50.9058,-1.391,2,0,0,0,1
1.0,2.0,1.0,2.0,26.0,8.0,11.0,5.0,12.0,9.0,6.0,0.0,1.0,2.0,0.0,0.0,1.87,3.6,4.0,41.0,1.98,1.89,3.9,3.67,4.35,4.08,38.0,1.85,1.76,2.15,2.06,1718,3.0,-1.0,1,1,1.70936,1.75436,0.2,0.2,1.8,0.6802775999999999,1.9340800000000002,10.8,13.6,3.4,6.2,4.2,5.4,9.6,10.2,1.8,0.0,0.8918918918918919,0.7297297297297297,1.4594594594594594,0.7568574243243243,1.6237633513513514,8.378378378378379,14.324324324324325,2.5135135135135136,5.027027027027027,3.891891891891892,5.27027027027027,9.864864864864865,10.945945945945946,1.3513513513513513,0.02702702702702703,0.9736842105263158,-0.6918918918918919,0.6,0.8,1.2,0.9392194,1.5301551999999998,8.2,16.4,3.4,4.2,2.6,7.4,17.4,9.4,3.2,0.0,0.8108108108108109,0.8918918918918919,1.8108108108108107,0.9459432162162162,1.725179027027027,10.108108108108109,14.91891891891892,3.4054054054054053,5.648648648648648,3.675675675675676,7.4324324324324325,11.54054054054054,10.27027027027027,1.6216216216216217,0.02702702702702703,0.9736842105263158,-0.21081081081081088,0,0,0,0,0,0,0,0,3,1,1,1,1.0,1.6666666666666667,3.4943396226415095,0.12452830188679245,0.5950653120464442,13.0,0.0,0.0,18.0,59.0,51.6422,-3.9344,2,1,0,0,0
5.0,4.0,1.0,2.0,14.0,16.0,6.0,9.0,9.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,1.3,5.5,9.5,41.0,1.35,1.31,6.25,5.74,10.5,9.13,35.0,1.47,1.41,3.02,2.84,1718,9.0,1.0,1,1,1.83248,1.27359,1.4,1.0,1.0,1.0759572,1.6049736000000003,13.2,12.2,4.8,4.0,5.6,3.8,9.8,9.8,1.4,0.0,2.0,1.864864864864865,0.8648648648648649,1.8129571351351352,0.9347525135135134,16.43243243243243,9.162162162162161,5.702702702702703,3.1621621621621623,6.54054054054054,4.216216216216216,10.135135135135135,10.64864864864865,1.2972972972972974,0.05405405405405406,0.9736842105263158,-0.6000000000000001,0.8,0.8,2.0,1.2089022,1.4945962,12.8,11.2,4.4,4.8,7.0,4.8,8.8,10.2,1.0,0.2,1.2702702702702702,1.4054054054054055,1.4864864864864864,1.3247330729729732,1.284493054054054,10.972972972972974,12.864864864864865,3.7567567567567566,4.378378378378378,5.378378378378378,5.72972972972973,9.513513513513514,9.675675675675675,1.3513513513513513,0.13513513513513514,0.9736842105263158,-0.47027027027027013,0,0,0,0,0,0,0,0,3,1,1,1,0.6666666666666666,1.3333333333333333,3.702830188679245,0.12735849056603774,0.6284470246734397,14.9,0.0,0.0,6.3,58.0,51.6042,-0.0662,0,1,1,0,0
3.0,1.0,1.0,0.0,15.0,14.0,4.0,7.0,10.0,13.0,6.0,6.0,0.0,1.0,0.0,0.0,2.3,3.4,3.0,40.0,2.45,2.37,3.52,3.39,3.21,3.04,39.0,1.92,1.84,2.03,1.97,1718,4.0,2.0,1,1,1.18299,1.67867,1.0,1.0,1.8,0.7745694000000001,1.3524825999999999,11.0,15.8,3.2,6.0,4.0,6.0,10.0,12.6,1.4,0.0,1.054054054054054,1.2162162162162162,1.8108108108108107,0.9626578378378378,1.5321675405405406,9.675675675675675,14.783783783783784,3.4864864864864864,4.945945945945946,4.1891891891891895,5.45945945945946,9.972972972972974,12.162162162162161,1.945945945945946,0.05405405405405406,0.9736842105263158,-0.054054054054053946,1.8,1.0,0.4,0.9302332,0.7652327999999996,8.6,11.2,2.6,3.8,3.2,4.4,11.0,9.8,1.0,0.0,1.3243243243243243,1.162162162162162,1.4864864864864864,1.1359146216216216,1.467913027027027,9.35135135135135,14.243243243243244,3.108108108108108,4.837837837837838,3.891891891891892,5.5675675675675675,12.054054054054054,10.08108108108108,1.3513513513513513,0.08108108108108109,0.9736842105263158,0.4756756756756757,0,0,0,0,0,0,0,0,3,1,1,1,1.3333333333333333,2.3333333333333335,2.6354166666666665,0.16666666666666666,0.4823717948717948,15.1,0.0,0.0,6.4,56.0,51.5387,-0.0166,0,1,1,0,0
2.0,1.0,1.0,0.0,8.0,13.0,6.0,4.0,11.0,8.0,2.0,5.0,2.0,1.0,0.0,0.0,,,,39.0,1.6,1.56,4.2,3.92,8.05,7.06,38.0,2.12,2.03,1.85,1.79,1819,3.0,1.0,1,1,1.5137,1.73813,2.0,1.0,0.4,0.9738418000000001,0.8389306000000001,13.8,9.6,3.4,2.8,6.4,3.8,8.2,8.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,1.4,2.6,1.0639962,1.6491902,13.0,12.4,5.0,5.4,6.2,4.8,9.4,10.2,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0,0,0,0,0,0,4,1,0,3,1.5,1.0,2.85625,0.1125,0.4913461538461539,12.9,0.7,0.7,8.3,81.0,53.4631,-2.2913,0,1,0,0,0
4.0,0.0,1.0,0.0,23.0,5.0,10.0,1.0,7.0,20.0,5.0,1.0,1.0,3.0,0.0,0.0,,,,40.0,1.48,1.43,4.87,4.53,8.79,7.64,37.0,1.77,1.72,2.19,2.11,1819,4.0,4.0,1,0,3.46292,0.234157,1.4,1.2,1.4,1.2959551999999999,1.3552298,12.0,12.2,4.2,4.2,4.6,4.8,12.6,12.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.2,1.25,1.3279648000000002,1.3302346,12.2,11.8,4.2,4.2,4.8,4.6,12.4,12.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,4.272764104122354,0.21280259293021372,0.7555649050635377,29.1,0.0,0.0,20.4,33.0,43.27,5.3958,0,1,1,1,0
2.0,0.0,1.0,0.0,12.0,10.0,4.0,1.0,11.0,9.0,7.0,4.0,1.0,1.0,0.0,0.0,,,,39.0,1.93,1.88,3.71,3.53,4.75,4.37,38.0,2.05,1.98,1.92,1.83,1819,2.0,2.0,0,0,2.60022,1.50693,1.2,0.8,1.6,1.1645405999999998,1.63152,12.4,14.2,4.0,4.8,8.0,6.0,9.6,10.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.4,1.4,1.4,1.3769776,1.3930511999999997,12.4,12.6,4.4,4.2,5.2,5.2,10.6,10.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,2.9779411764705883,0.11764705882352941,0.5124434389140272,17.9,0.0,0.0,23.2,82.0,50.7352,-1.8384,0,1,0,1,0
0.0,2.0,0.0,1.0,15.0,10.0,6.0,9.0,9.0,11.0,5.0,5.0,1.0,2.0,0.0,0.0,,,,39.0,2.6,2.47,3.49,3.35,3.05,2.92,38.0,2.0,1.95,1.96,1.87,1819,2.0,-2.0,0,0,0.638076,1.07816,1.4,1.4,1.4,1.3585203999999997,1.4196706,12.2,12.8,4.2,4.4,5.0,5.2,10.6,10.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.4,0.6,1.829759,0.8093948000000001,12.0,9.2,5.0,2.2,5.4,3.0,11.6,14.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.690909090909091,0.20606060606060606,0.6629370629370629,20.3,0.0,0.0,18.2,47.0,51.4749,-0.2217,2,1,0,0,1
0.0,3.0,0.0,2.0,6.0,13.0,1.0,4.0,9.0,8.0,2.0,5.0,2.0,1.0,0.0,0.0,,,,38.0,6.85,6.09,4.07,3.9,1.66,1.61,37.0,2.05,1.98,1.9,1.84,1819,3.0,-3.0,1,0,0.396115,2.31427,1.0,0.4,0.8,0.7963746,1.3242394,8.8,11.4,2.2,3.6,4.2,6.4,8.6,7.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.4255944,0.8049198000000001,13.4,8.8,3.8,3.6,3.6,1.8,9.8,10.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,2,0,1,1,1.0,2.0,3.432098765432099,0.11728395061728394,0.5821462488129155,21.2,0.0,0.0,17.1,40.0,53.6522,-1.7875,2,1,0,0,1
