Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,League,Season,Result,TotalGoals,GoalDiff,Over2.5,BTTS,Home_xG,Away_xG,HomeForm_5,HomeGF_5,HomeGA_5,HomexG_5,HomexGA_5,HomeShots_5,HomeShotsAgainst_5,HomeSOT_5,HomeSOTAgainst_5,HomeCorners_5,HomeCornersAgainst_5,HomeFouls_5,HomeFoulsAgainst_5,HomeYellows_5,HomeReds_5,Homecum_Form,Homecum_GF,Homecum_GA,Homecum_xG,Homecum_xGA,Homecum_Shots,Homecum_ShotsAgainst,Homecum_SOT,Homecum_SOTAgainst,Homecum_Corners,Homecum_CornersAgainst,Homecum_Fouls,Homecum_FoulsAgainst,Homecum_Yellows,Homecum_Reds,Homeseason_progress,Homeform_vs_season,AwayForm_5,AwayGF_5,AwayGA_5,AwayxG_5,AwayxGA_5,AwayShots_5,AwayShotsAgainst_5,AwaySOT_5,AwaySOTAgainst_5,AwayCorners_5,AwayCornersAgainst_5,AwayFouls_5,AwayFoulsAgainst_5,AwayYellows_5,AwayReds_5,Awaycum_Form,Awaycum_GF,Awaycum_GA,Awaycum_xG,Awaycum_xGA,Awaycum_Shots,Awaycum_ShotsAgainst,Awaycum_SOT,Awaycum_SOTAgainst,Awaycum_Corners,Awaycum_CornersAgainst,Awaycum_Fouls,Awaycum_FoulsAgainst,Awaycum_Yellows,Awaycum_Reds,Awayseason_progress,Awayform_vs_season,HomexG_5_missing,HomexGA_5_missing,Homecum_xG_missing,Homecum_xGA_missing,AwayxG_5_missing,AwayxGA_5_missing,Awaycum_xG_missing,Awaycum_xGA_missing,H2H_Matches,H2H_HomeWins,H2H_AwayWins,H2H_Draws,H2H_HomeGoals,H2H_AwayGoals,Ref_AvgYellows,Ref_AvgReds,Ref_Strictness,Result_Num,Over1.5,Over3.5,HomeCleanSheet,AwayCleanSheet
D1,2023-05-06,14:30,Augsburg,Union Berlin,1,0,H,0.0,0.0,D,11.0,12.0,3.0,4.0,10.0,14.0,3.0,7.0,2.0,2.0,0.0,0.0,Bundesliga,2223,H,1,1,0,0,1.00945,0.485635,0.6,1.4,2.0,0.918055,3.93815,9.0,12.0,2.0,4.0,5.2,3.2,11.8,9.2,3.0,0.0,1.0333333333333334,1.3,1.8333333333333333,1.3536270714285714,1.908314142857143,10.833333333333334,15.6,3.433333333333333,5.966666666666667,4.966666666666667,4.6,12.533333333333333,11.1,2.933333333333333,0.1,0.7894736842105263,-0.43333333333333346,1.6,1.2,0.6,1.05608,1.51987,10.2,12.2,2.8,5.6,3.2,5.2,10.6,9.0,1.6,0.2,1.8666666666666667,1.4666666666666666,1.0333333333333334,1.1614194166666667,1.3499883333333333,10.766666666666667,11.133333333333333,3.7,4.2,4.566666666666666,4.866666666666666,13.0,10.5,1.8,0.06666666666666667,0.7894736842105263,-0.2666666666666666,0,0,0,0,0,0,0,0,1,0,0,1,2.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,0,0,1,0
D1,2023-05-06,14:30,Freiburg,RB Leipzig,0,1,A,0.0,0.0,D,5.0,13.0,2.0,6.0,9.0,11.0,3.0,3.0,2.0,4.0,0.0,0.0,Bundesliga,2223,A,1,-1,0,0,,,2.0,1.6,0.6,1.400135,1.637208,13.8,15.4,6.2,5.6,3.6,5.4,9.0,12.6,1.6,0.0,1.8666666666666667,1.5333333333333334,1.2333333333333334,1.7871000714285714,1.4140231428571428,12.433333333333334,13.5,5.2,4.833333333333333,4.033333333333333,4.566666666666666,11.866666666666667,12.666666666666666,1.9,0.03333333333333333,0.7894736842105263,0.1333333333333333,1.8,1.0,1.4,1.4391645,1.41902,17.0,11.4,5.0,3.8,5.2,2.8,10.4,13.4,2.6,0.2,1.8,1.8,1.2333333333333334,0.0,0.0,14.6,9.333333333333334,5.533333333333333,3.3,5.166666666666667,3.433333333333333,11.566666666666666,12.266666666666667,1.9666666666666666,0.06666666666666667,0.7894736842105263,0.0,0,0,0,0,1,1,0,0,1,1,0,0,1.0,3.0,4.191646778042959,0.21408114558472555,0.7436754176610978,2,0,0,0,1
D1,2023-05-06,14:30,Hertha,Stuttgart,2,1,H,2.0,1.0,H,7.0,16.0,3.0,4.0,9.0,19.0,3.0,5.0,4.0,1.0,0.0,0.0,Bundesliga,2223,H,3,1,1,1,,,0.2,1.0,2.6,1.431845,1.4877150000000006,9.4,16.8,3.0,6.8,4.6,7.0,12.2,9.8,2.0,0.0,0.7333333333333333,1.1666666666666667,2.033333333333333,0.0,0.0,11.333333333333334,13.066666666666666,3.966666666666667,4.766666666666667,4.3,5.8,12.566666666666666,12.166666666666666,2.1666666666666665,0.03333333333333333,0.7894736842105263,-0.5333333333333332,1.6,1.8,2.0,1.4391645,1.41902,13.4,10.4,5.6,4.2,4.4,5.2,10.0,13.6,2.8,0.2,0.9333333333333333,1.2666666666666666,1.7333333333333334,0.0,0.0,13.566666666666666,11.8,4.5,4.7,4.4,4.966666666666667,9.933333333333334,12.3,2.2333333333333334,0.16666666666666666,0.7894736842105263,0.6666666666666667,1,1,0,0,1,1,0,0,1,1,0,0,1.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,0,0,0
D1,2023-05-06,14:30,Hoffenheim,Ein Frankfurt,3,1,H,3.0,0.0,H,8.0,19.0,5.0,6.0,17.0,14.0,1.0,11.0,2.0,4.0,1.0,0.0,Bundesliga,2223,H,4,2,1,1,,,1.4,1.2,1.2,1.3624766666666668,1.0414706666666664,8.6,14.8,3.0,4.8,4.4,6.8,13.0,10.2,2.2,0.0,0.9666666666666667,1.3,1.7,1.4009964285714285,1.3648232857142857,12.466666666666667,14.033333333333333,4.5,5.066666666666666,5.033333333333333,5.266666666666667,13.9,10.766666666666667,2.4,0.13333333333333333,0.7894736842105263,0.43333333333333324,0.6,0.8,2.0,1.4391645,1.41902,11.8,9.6,3.6,4.4,7.4,3.6,12.4,9.6,2.8,0.0,1.4333333333333333,1.6666666666666667,1.5333333333333334,0.0,0.0,11.766666666666667,10.833333333333334,4.133333333333334,4.1,5.533333333333333,4.166666666666667,12.533333333333333,11.666666666666666,1.9666666666666666,0.03333333333333333,0.7894736842105263,-0.8333333333333334,0,0,0,0,1,1,0,0,1,1,0,0,2.0,4.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,1,0,0
D1,2023-05-06,14:30,M'gladbach,Bochum,2,0,H,1.0,0.0,H,25.0,14.0,9.0,3.0,7.0,13.0,11.0,3.0,2.0,1.0,0.0,0.0,Bundesliga,2223,H,2,2,0,0,,,1.0,0.8,0.8,1.431845,1.4877150000000006,8.4,13.8,3.6,4.2,3.6,7.2,9.8,13.6,2.0,0.2,1.2,1.4666666666666666,1.6,0.0,0.0,11.266666666666667,13.966666666666667,4.966666666666667,5.6,4.266666666666667,5.433333333333334,9.966666666666667,13.7,1.8333333333333333,0.1,0.7894736842105263,-0.19999999999999996,0.6,1.2,2.2,2.147185,2.19911,13.2,15.6,5.0,5.8,6.0,7.6,11.2,9.8,2.0,0.0,0.9333333333333333,1.1,2.2333333333333334,1.240275,2.2768979333333332,11.2,15.4,3.966666666666667,6.166666666666667,4.133333333333334,5.433333333333334,12.666666666666666,10.9,1.8,0.03333333333333333,0.7894736842105263,-0.33333333333333337,1,1,0,0,0,0,0,0,1,1,0,0,1.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,0,1,0
D1,2023-05-06,17:30,Werder Bremen,Bayern Munich,1,2,A,0.0,0.0,D,12.0,12.0,2.0,4.0,14.0,11.0,1.0,11.0,2.0,1.0,0.0,0.0,Bundesliga,2223,A,3,-1,1,1,0.805974,2.02292,0.8,1.8,2.0,1.1975233333333335,1.1200116666666666,11.2,12.8,3.8,6.0,3.0,5.6,15.0,11.8,3.0,0.0,1.1666666666666667,1.6,1.9333333333333333,1.3068371428571428,1.5488265714285716,10.566666666666666,13.9,4.333333333333333,5.6,3.3666666666666667,5.066666666666666,12.266666666666667,11.433333333333334,2.066666666666667,0.03333333333333333,0.7894736842105263,-0.3666666666666667,2.0,1.8,1.2,2.49104,0.682275,19.4,7.8,7.0,2.8,10.0,2.2,8.6,9.8,1.4,0.0,2.066666666666667,2.7,1.1,2.675563214285714,0.9975525000000001,19.0,8.9,7.8,3.3,6.8,3.7666666666666666,8.966666666666667,10.033333333333333,1.5666666666666667,0.1,0.7894736842105263,-0.06666666666666687,0,0,0,0,0,0,0,0,1,1,0,0,1.0,6.0,4.191646778042959,0.21408114558472555,0.7436754176610978,2,1,0,0,0
I1,2023-05-06,14:00,Milan,Lazio,2,0,H,2.0,0.0,H,10.0,8.0,3.0,0.0,10.0,8.0,6.0,4.0,2.0,4.0,0.0,0.0,Serie_A,2223,H,2,2,0,0,,,1.4,1.0,0.6,1.2562620500000001,1.2953903999999998,15.8,6.8,4.0,2.0,6.8,1.0,10.4,10.2,1.8,0.0,1.7575757575757576,1.606060606060606,1.1818181818181819,0.0,0.0,14.696969696969697,10.787878787878787,4.96969696969697,3.484848484848485,4.636363636363637,4.424242424242424,12.242424242424242,12.090909090909092,2.515151515151515,0.06060606060606061,0.868421052631579,-0.35757575757575766,1.8,1.6,1.0,1.6101342000000003,1.440735,10.8,12.4,5.2,4.0,3.2,3.2,11.6,13.2,2.8,0.0,1.9393939393939394,1.5757575757575757,0.7272727272727273,1.34816990625,1.1841363437499999,11.0,12.454545454545455,4.2727272727272725,3.4545454545454546,4.363636363636363,4.666666666666667,10.424242424242424,13.515151515151516,2.212121212121212,0.06060606060606061,0.868421052631579,-0.1393939393939394,1,1,0,0,0,0,0,0,1,1,0,0,0.0,4.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,0,1,0
I1,2023-05-06,17:00,Roma,Inter,0,2,A,0.0,1.0,A,15.0,10.0,3.0,4.0,8.0,12.0,12.0,5.0,3.0,2.0,0.0,0.0,Serie_A,2223,A,2,-2,0,0,0.875041,1.22382,1.6,1.4,1.0,1.58474,0.7368989999999999,12.0,8.6,3.6,2.4,3.6,4.2,11.8,11.0,2.0,0.2,1.7575757575757576,1.3636363636363635,0.9393939393939394,1.7634511290322579,0.7655675806451613,12.878787878787879,10.303030303030303,4.484848484848484,3.090909090909091,4.666666666666667,3.8181818181818183,11.818181818181818,14.030303030303031,2.1818181818181817,0.12121212121212122,0.868421052631579,-0.15757575757575748,2.0,2.6,0.6,2.406492,0.7962558,22.2,9.0,8.0,3.0,5.2,2.8,12.0,8.4,1.4,0.0,1.8181818181818181,1.8181818181818181,1.0606060606060606,2.0102584516129034,0.8752375483870968,17.181818181818183,10.484848484848484,5.393939393939394,3.4242424242424243,5.878787878787879,3.5454545454545454,11.878787878787879,11.696969696969697,1.7272727272727273,0.06060606060606061,0.868421052631579,0.18181818181818188,0,0,0,0,0,0,0,0,1,0,1,0,2.0,1.0,4.191646778042959,0.21408114558472555,0.7436754176610978,2,1,0,0,1
I1,2023-05-06,19:45,Cremonese,Spezia,2,0,H,1.0,0.0,H,9.0,18.0,4.0,8.0,9.0,6.0,3.0,13.0,0.0,2.0,0.0,0.0,Serie_A,2223,H,2,2,0,0,0.7603,0.784032,1.6,1.2,1.4,0.9337534999999999,1.4943505000000004,12.2,15.4,3.6,6.0,3.4,5.8,11.8,12.8,2.0,0.4,0.6363636363636364,0.8787878787878788,1.7878787878787878,1.0193450967741935,1.867990419354839,12.606060606060606,15.090909090909092,3.4545454545454546,6.0,4.03030303030303,5.121212121212121,12.575757575757576,11.303030303030303,2.3333333333333335,0.09090909090909091,0.868421052631579,0.9636363636363637,0.4,0.8,2.0,1.29531,1.5593842,10.0,13.4,4.0,4.8,4.2,7.0,14.4,10.4,3.0,0.2,0.8181818181818182,0.8484848484848485,1.6363636363636365,1.0596122187500001,1.7131005625,10.848484848484848,16.363636363636363,3.303030303030303,5.121212121212121,4.909090909090909,5.545454545454546,13.484848484848484,10.151515151515152,2.6363636363636362,0.15151515151515152,0.868421052631579,-0.4181818181818182,0,0,0,0,0,0,0,0,1,0,0,1,2.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,0,1,0
F1,2023-05-06,16:00,Nice,Rennes,2,1,H,0.0,0.0,D,11.0,14.0,4.0,4.0,11.0,11.0,4.0,7.0,0.0,1.0,0.0,0.0,Ligue_1,2223,H,3,1,1,1,1.33415,1.06201,0.8,0.6,1.2,1.8365609999999999,0.847114,17.8,11.6,6.8,4.4,7.4,3.6,12.4,8.2,1.6,0.0,1.4545454545454546,1.2121212121212122,0.9393939393939394,1.4753675172413792,1.1561389655172414,13.151515151515152,11.606060606060606,4.848484848484849,3.757575757575758,5.0606060606060606,4.181818181818182,10.090909090909092,10.545454545454545,1.4242424242424243,0.09090909090909091,0.868421052631579,-0.6545454545454545,1.2,1.6,1.4,1.8662199999999998,1.0097366,14.6,8.6,4.4,2.4,4.8,5.0,13.8,12.2,1.6,0.0,1.696969696969697,1.6666666666666667,1.0909090909090908,1.705321379310345,1.1990535172413792,13.696969696969697,10.121212121212121,4.96969696969697,3.4545454545454546,4.333333333333333,4.303030303030303,12.484848484848484,10.636363636363637,1.5757575757575757,0.18181818181818182,0.868421052631579,-0.49696969696969706,0,0,0,0,0,0,0,0,1,1,0,0,1.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,0,0,0
F1,2023-05-06,18:00,Reims,Lille,1,0,H,1.0,0.0,H,14.0,11.0,4.0,5.0,17.0,10.0,4.0,7.0,2.0,3.0,0.0,0.0,Ligue_1,2223,H,1,1,0,0,2.07452,1.42756,0.8,0.8,1.4,1.68650375,1.7591425000000003,13.8,12.4,4.8,4.8,5.2,4.2,11.8,11.0,1.6,0.0,1.4242424242424243,1.2121212121212122,1.0606060606060606,1.5469281034482758,1.3892668620689654,13.93939393939394,12.727272727272727,4.848484848484849,4.2727272727272725,4.363636363636363,4.545454545454546,12.848484848484848,11.757575757575758,1.9393939393939394,0.24242424242424243,0.868421052631579,-0.6242424242424243,2.0,1.8,0.8,1.999342,0.61770046,15.2,4.6,6.0,2.2,6.4,2.4,13.8,14.2,1.8,0.0,1.7878787878787878,1.8181818181818181,1.2121212121212122,1.9840159655172414,0.9721323896551725,15.06060606060606,8.545454545454545,5.96969696969697,3.3333333333333335,5.757575757575758,3.6363636363636362,13.272727272727273,13.0,2.0606060606060606,0.030303030303030304,0.868421052631579,0.21212121212121215,0,0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,0,0,1,0
F1,2023-05-06,20:00,Lens,Marseille,2,1,H,1.0,0.0,H,9.0,14.0,3.0,3.0,12.0,16.0,7.0,7.0,5.0,2.0,0.0,0.0,Ligue_1,2223,H,3,1,1,1,1.33558,1.27465,2.4,1.6,0.8,1.9129300000000002,0.930076,14.2,11.6,6.2,3.8,4.4,3.6,10.6,12.6,1.0,0.2,2.090909090909091,1.6666666666666667,0.7575757575757576,1.819622896551724,1.118276848275862,14.212121212121213,9.818181818181818,4.909090909090909,3.515151515151515,5.393939393939394,3.9393939393939394,13.121212121212121,13.515151515151516,1.5757575757575757,0.06060606060606061,0.868421052631579,0.3090909090909091,2.2,1.6,0.8,2.3504233999999995,0.7612204,18.8,8.0,4.2,3.0,6.0,2.6,14.2,8.8,1.2,0.0,2.121212121212121,1.8484848484848484,0.9696969696969697,1.9859478275862068,1.100076275862069,14.93939393939394,11.666666666666666,5.03030303030303,4.0,5.636363636363637,4.181818181818182,13.666666666666666,11.272727272727273,1.696969696969697,0.12121212121212122,0.868421052631579,0.07878787878787907,0,0,0,0,0,0,0,0,1,0,1,0,1.0,0.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,0,0,0
E0,2023-05-07,16:30,Newcastle United,Arsenal,0,2,A,0.0,1.0,A,12.0,10.0,5.0,6.0,16.0,12.0,9.0,4.0,2.0,1.0,0.0,0.0,Premier_League,2223,A,2,-2,0,0,1.37224,1.29061,2.4,3.0,1.4,2.4424052,1.3080827999999998,16.0,11.2,5.4,4.6,8.2,4.2,10.0,10.8,0.6,0.0,1.9696969696969697,1.8484848484848484,0.8181818181818182,1.9869747272727274,1.0864644757575759,14.636363636363637,10.212121212121213,5.151515151515151,3.4545454545454546,7.090909090909091,4.393939393939394,10.272727272727273,10.93939393939394,1.4848484848484849,0.030303030303030304,0.868421052631579,0.4303030303030302,1.2,2.2,2.4,1.9663584,2.1657164,13.8,13.2,5.6,5.6,4.6,3.4,10.4,11.8,1.6,0.0,2.2941176470588234,2.3823529411764706,1.1470588235294117,2.0808290294117646,1.1779697735294117,16.0,8.970588235294118,5.4411764705882355,3.6176470588235294,5.882352941176471,3.6176470588235294,9.647058823529411,11.823529411764707,1.3823529411764706,0.0,0.8947368421052632,-1.0941176470588234,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,3.736842105263158,0.15789473684210525,0.6477732793522267,2,1,0,0,1
E0,2023-05-07,19:00,West Ham United,Manchester United,1,0,H,1.0,0.0,H,15.0,19.0,4.0,4.0,4.0,9.0,5.0,6.0,0.0,2.0,0.0,0.0,Premier_League,2223,H,1,1,0,0,1.76618,1.1942,0.8,2.0,2.2,1.5796426000000001,2.1429934,11.0,16.0,4.2,5.4,4.6,6.0,10.0,8.0,1.2,0.0,1.0,1.088235294117647,1.4705882352941178,1.3467905294117646,1.3828325000000001,12.352941176470589,12.705882352941176,3.676470588235294,4.5,5.382352941176471,5.088235294117647,9.882352941176471,8.647058823529411,1.2352941176470589,0.0,0.8947368421052632,-0.19999999999999996,2.0,1.4,0.6,2.462996,1.3817462,19.6,13.6,7.6,3.0,6.8,5.2,11.2,8.6,2.0,0.0,1.9090909090909092,1.4848484848484849,1.2121212121212122,1.7641817575757577,1.3294435454545455,14.757575757575758,12.93939393939394,5.424242424242424,3.909090909090909,4.96969696969697,5.575757575757576,11.272727272727273,8.333333333333334,2.1515151515151514,0.030303030303030304,0.868421052631579,0.09090909090909083,0,0,0,0,0,0,0,0,1,1,0,0,0.0,1.0,4.166666666666667,0.07407407407407407,0.6752136752136753,0,0,0,1,0
D1,2023-05-07,16:30,Dortmund,Wolfsburg,6,0,H,3.0,0.0,H,20.0,10.0,10.0,3.0,11.0,14.0,10.0,6.0,0.0,1.0,0.0,0.0,Bundesliga,2223,H,6,6,1,0,,,1.6,2.4,1.8,1.431845,1.4877150000000006,14.8,10.8,5.8,4.4,6.6,3.4,9.6,11.0,2.6,0.0,2.033333333333333,2.2333333333333334,1.3333333333333333,0.0,0.0,15.033333333333333,11.9,6.266666666666667,4.866666666666666,6.433333333333334,4.566666666666666,9.633333333333333,12.366666666666667,2.066666666666667,0.0,0.7894736842105263,-0.4333333333333331,1.6,2.0,1.0,3.6401449999999995,1.8462775,13.6,12.8,4.2,4.0,4.0,6.6,8.8,13.0,1.6,0.0,1.5333333333333334,1.8,1.2333333333333334,1.7605454999999999,1.2521349285714287,11.833333333333334,13.666666666666666,4.466666666666667,4.2,4.433333333333334,6.066666666666666,11.066666666666666,13.9,1.9,0.0,0.7894736842105263,0.06666666666666665,1,1,0,0,0,0,0,0,1,1,0,0,0.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,1,1,1,0
I1,2023-05-07,11:30,Atalanta,Juventus,0,2,A,0.0,0.0,D,24.0,10.0,1.0,5.0,13.0,16.0,7.0,3.0,1.0,2.0,0.0,0.0,Serie_A,2223,A,2,-2,0,0,0.898943,1.43164,2.0,1.8,1.4,0.9706493999999999,1.3123178,10.2,11.6,4.4,4.4,5.0,3.0,11.8,8.0,2.0,0.0,1.7575757575757576,1.696969696969697,1.1818181818181819,1.6838478064516127,1.1000395806451613,13.151515151515152,11.909090909090908,4.696969696969697,3.8484848484848486,5.03030303030303,3.909090909090909,12.090909090909092,10.727272727272727,2.3333333333333335,0.09090909090909091,0.868421052631579,0.24242424242424243,0.8,0.8,1.2,1.4552874,1.4640619999999998,12.2,13.4,4.0,5.0,6.6,6.6,11.0,10.8,2.8,0.0,1.9090909090909092,1.5151515151515151,0.8484848484848485,1.61159571875,1.0175216875,13.484848484848484,12.212121212121213,4.636363636363637,3.5454545454545454,5.212121212121212,5.0,11.303030303030303,11.030303030303031,2.0,0.18181818181818182,0.868421052631579,-1.1090909090909091,0,0,0,0,0,0,0,0,1,0,0,1,3.0,3.0,4.191646778042959,0.21408114558472555,0.7436754176610978,2,1,0,0,1
I1,2023-05-07,14:00,Torino,Monza,1,1,D,0.0,0.0,D,14.0,10.0,5.0,8.0,16.0,9.0,7.0,4.0,2.0,1.0,0.0,0.0,Serie_A,2223,D,2,0,0,1,0.773939,0.689637,1.4,1.0,0.8,1.1203442,0.6885092,9.2,8.6,3.4,2.4,4.2,2.8,10.8,11.2,2.0,0.0,1.3636363636363635,1.0606060606060606,1.1515151515151516,1.248180935483871,1.0796747096774193,11.575757575757576,11.545454545454545,3.6666666666666665,3.5757575757575757,4.545454545454546,3.9393939393939394,13.424242424242424,11.030303030303031,2.212121212121212,0.0,0.868421052631579,0.036363636363636376,2.2,1.8,1.0,1.1290084,1.49601,9.6,15.0,4.0,5.6,3.2,3.6,14.4,13.0,2.6,0.0,1.3636363636363635,1.2424242424242424,1.3333333333333333,1.190869670967742,1.390584164516129,10.969696969696969,12.363636363636363,3.6666666666666665,4.393939393939394,4.212121212121212,4.696969696969697,13.121212121212121,14.0,2.393939393939394,0.06060606060606061,0.868421052631579,0.8363636363636366,0,0,0,0,0,0,0,0,1,0,1,0,2.0,1.0,4.191646778042959,0.21408114558472555,0.7436754176610978,1,1,0,0,0
I1,2023-05-07,17:00,Napoli,Fiorentina,1,0,H,0.0,0.0,D,10.0,15.0,3.0,3.0,12.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,Serie_A,2223,H,1,1,0,0,1.90483,1.15411,1.8,1.0,0.6,1.0769646,0.40396099999999996,13.2,7.0,4.4,2.8,6.0,2.0,11.4,13.8,1.0,0.0,2.4242424242424243,2.090909090909091,0.696969696969697,1.9539526129032256,0.6841025161290323,16.03030303030303,9.424242424242424,5.666666666666667,2.727272727272727,6.03030303030303,3.8484848484848486,10.06060606060606,12.545454545454545,1.2727272727272727,0.030303030303030304,0.868421052631579,-0.6242424242424243,1.2,2.4,1.6,1.5922171999999999,0.9713035999999999,16.4,6.2,5.8,2.6,6.0,2.4,12.8,18.8,2.2,0.0,1.393939393939394,1.3636363636363635,1.1818181818181819,1.4431678709677418,1.3235603548387098,16.060606060606062,9.363636363636363,4.96969696969697,3.303030303030303,6.424242424242424,3.1818181818181817,12.727272727272727,14.757575757575758,2.4242424242424243,0.06060606060606061,0.868421052631579,-0.19393939393939408,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,4.191646778042959,0.21408114558472555,0.7436754176610978,0,0,0,1,0
I1,2023-05-07,19:45,Lecce,Verona,0,1,A,0.0,0.0,D,15.0,9.0,2.0,3.0,11.0,13.0,4.0,4.0,2.0,5.0,0.0,0.0,Serie_A,2223,A,1,-1,0,0,0.552346,0.591222,0.8,0.8,1.4,1.7107252499999999,0.9666969999999999,15.8,10.2,5.2,3.4,6.4,5.2,13.8,10.0,1.8,0.0,0.9393939393939394,0.8484848484848485,1.2121212121212122,0.9609998387096774,1.1810679935483872,10.848484848484848,11.878787878787879,2.9393939393939394,4.181818181818182,4.636363636363637,5.424242424242424,14.121212121212121,11.93939393939394,2.242424242424242,0.06060606060606061,0.868421052631579,-0.1393939393939394,1.6,1.0,1.8,0.7471576,1.4506822,9.2,15.0,3.6,5.6,3.0,5.2,11.8,11.4,1.8,0.0,0.8181818181818182,0.8181818181818182,1.5454545454545454,0.9740169375,1.3662234375,10.969696969696969,14.272727272727273,3.212121212121212,4.96969696969697,4.7272727272727275,5.212121212121212,14.393939393939394,10.878787878787879,2.5454545454545454,0.09090909090909091,0.868421052631579,0.7818181818181819,0,0,0,0,0,0,0,0,1,1,0,0,0.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,2,0,0,0,1
F1,2023-05-07,12:00,Angers,Monaco,1,2,A,0.0,1.0,A,10.0,14.0,3.0,6.0,13.0,17.0,4.0,3.0,3.0,2.0,0.0,0.0,Ligue_1,2223,A,3,-1,1,1,1.41717,1.58485,0.8,1.2,1.8,1.0897903333333334,1.5936433333333333,9.4,12.4,4.2,4.2,4.8,5.8,11.6,12.6,1.6,0.0,0.42424242424242425,0.8181818181818182,2.1818181818181817,1.2086311379310344,1.755870551724138,9.93939393939394,12.363636363636363,3.5454545454545454,5.242424242424242,4.303030303030303,5.181818181818182,13.151515151515152,11.212121212121213,1.8181818181818181,0.15151515151515152,0.868421052631579,0.3757575757575758,1.4,1.8,2.6,1.7256360000000002,1.8402430000000003,10.8,13.8,6.4,5.8,4.6,5.0,13.8,12.0,1.6,0.2,1.8484848484848484,2.0,1.5151515151515151,1.813006551724138,1.419708551724138,12.484848484848484,13.242424242424242,5.575757575757576,5.0606060606060606,4.393939393939394,4.212121212121212,12.757575757575758,11.303030303030303,1.6363636363636365,0.15151515151515152,0.868421052631579,-0.4484848484848485,0,0,0,0,0,0,0,0,1,1,0,0,0.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,2,1,0,0,0
F1,2023-05-07,14:00,Ajaccio,Toulouse,0,0,D,0.0,0.0,D,4.0,15.0,2.0,5.0,10.0,8.0,4.0,7.0,3.0,0.0,0.0,0.0,Ligue_1,2223,D,0,0,0,0,0.211301,2.52738,0.2,0.4,2.2,0.5039155,1.1317075,5.0,11.4,1.4,4.6,2.4,5.6,15.6,14.8,3.0,0.4,0.6666666666666666,0.6666666666666666,1.8484848484848484,0.93858573,1.3111306999999999,9.0,10.545454545454545,2.5454545454545454,4.151515151515151,3.4242424242424243,4.121212121212121,14.727272727272727,14.090909090909092,2.303030303030303,0.24242424242424243,0.868421052631579,-0.4666666666666666,1.2,1.0,1.4,1.4308554,1.6239143999999999,11.6,13.4,4.6,4.4,5.0,3.0,12.4,12.4,2.2,0.2,1.2424242424242424,1.4545454545454546,1.6666666666666667,1.6331046896551724,1.5522363068965517,11.878787878787879,14.393939393939394,4.757575757575758,5.0,5.090909090909091,5.121212121212121,12.545454545454545,11.636363636363637,1.7272727272727273,0.09090909090909091,0.868421052631579,-0.042424242424242475,0,0,0,0,0,0,0,0,1,1,0,0,0.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,1,0,0,1,1
F1,2023-05-07,14:00,Auxerre,Clermont,1,1,D,1.0,0.0,H,11.0,9.0,4.0,4.0,19.0,13.0,2.0,2.0,1.0,0.0,0.0,0.0,Ligue_1,2223,D,2,0,0,1,,,2.0,1.6,0.8,1.2553322,2.0193035999999998,11.2,16.0,4.6,4.2,3.4,6.8,10.8,11.0,1.0,0.0,1.0,0.9393939393939394,1.6666666666666667,1.0615890322580643,1.6661060967741936,10.878787878787879,12.393939393939394,3.242424242424242,4.848484848484849,3.6666666666666665,5.515151515151516,12.151515151515152,11.424242424242424,1.4848484848484849,0.18181818181818182,0.868421052631579,1.0,3.0,1.8,0.6,1.476141,1.4385574,10.6,9.4,4.0,3.2,4.0,4.4,10.6,17.2,1.4,0.6,1.4848484848484849,1.0909090909090908,1.303030303030303,0.0,0.0,10.454545454545455,12.878787878787879,3.8484848484848486,4.515151515151516,4.090909090909091,4.0,10.878787878787879,16.424242424242426,1.9393939393939394,0.15151515151515152,0.868421052631579,1.5151515151515151,0,0,0,0,1,1,0,0,1,1,0,0,1.0,2.0,4.191646778042959,0.21408114558472555,0.7436754176610978,1,1,0,0,0
